time,x,y,yaw
1762758275.707108,-1.311222,0.149693,-0.606733
1762758275.758782,-1.310842,0.149793,-0.606863
1762758275.788565,-1.310916,0.150306,-0.606838
1762758275.822703,-1.311871,0.149508,-0.606612
1762758275.866224,-1.311840,0.149774,-0.606753
1762758275.906595,-1.312067,0.149767,-0.606730
1762758275.946123,-1.312969,0.151577,-0.607557
1762758275.970628,-1.314149,0.151017,-0.607955
1762758276.025434,-1.325489,0.146380,-0.612876
1762758276.072073,-1.311983,0.146658,-0.615661
1762758276.187784,-1.348870,0.130131,-0.639428
1762758276.223305,-1.329556,0.126211,-0.659814
1762758276.272903,-1.370360,0.120920,-0.681314
1762758276.301870,-1.355475,0.116151,-0.690437
1762758276.354399,-1.395610,0.112890,-0.711786
1762758276.382549,-1.384253,0.107979,-0.721078
1762758276.443699,-1.412559,0.098338,-0.745001
1762758276.478609,-1.406709,0.094784,-0.759827
1762758276.589099,-1.432019,0.092704,-0.784311
1762758276.622705,-1.427671,0.088562,-0.798389
1762758276.710924,-1.448472,0.079733,-0.821461
1762758276.770374,-1.473161,0.083963,-0.872210
1762758276.892174,-1.494706,0.097866,-0.901058
1762758276.960113,-1.529135,0.106460,-0.968461
1762758277.070486,-1.545514,0.115059,-0.998514
1762758277.157773,-1.568491,0.138412,-1.056749
1762758277.233595,-1.587719,0.151724,-1.095700
1762758277.318692,-1.607037,0.163559,-1.132322
1762758277.412274,-1.627363,0.177886,-1.169976
1762758277.530751,-1.646321,0.192102,-1.203132
1762758277.602725,-1.672312,0.223893,-1.233198
1762758277.749117,-1.686348,0.240782,-1.261629
1762758277.817412,-1.699720,0.250630,-1.273907
1762758277.838624,-1.700845,0.254208,-1.273319
1762758277.853324,-1.700554,0.253773,-1.274547
1762758277.880590,-1.698257,0.249128,-1.275995
1762758277.898354,-1.699633,0.251586,-1.278188
1762758277.915925,-1.700207,0.254184,-1.278420
1762758277.930090,-1.700512,0.254223,-1.278903
1762758277.961169,-1.698993,0.251311,-1.279854
1762758278.041431,-1.708956,0.276881,-1.288723
1762758278.179566,-1.708267,0.234302,-1.304943
1762758278.232852,-1.711379,0.250059,-1.310442
1762758278.266367,-1.717687,0.245058,-1.311827
1762758278.296306,-1.723474,0.249761,-1.314820
1762758278.329968,-1.719069,0.237962,-1.322901
1762758278.380812,-1.727790,0.272291,-1.334281
1762758278.424924,-1.734169,0.263157,-1.341908
1762758278.461189,-1.732235,0.259832,-1.343601
1762758278.536126,-1.743403,0.288563,-1.354213
1762758278.659709,-1.744536,0.282644,-1.378089
1762758278.690005,-1.749218,0.276722,-1.385727
1762758278.817052,-1.762982,0.306543,-1.396046
1762758278.868077,-1.769619,0.297779,-1.415068
1762758278.902473,-1.773540,0.299128,-1.416737
1762758278.948949,-1.771120,0.289729,-1.422278
1762758279.004080,-1.779540,0.324880,-1.436134
1762758279.108991,-1.786684,0.343569,-1.448062
1762758279.199869,-1.785125,0.308589,-1.458693
1762758279.287868,-1.798831,0.304948,-1.476377
1762758279.314844,-1.800124,0.309626,-1.478450
1762758279.337546,-1.800004,0.307703,-1.477948
1762758279.360515,-1.799874,0.305324,-1.478451
1762758279.375203,-1.800048,0.306066,-1.478794
1762758279.393809,-1.800308,0.307371,-1.478731
1762758279.412807,-1.799955,0.305508,-1.478420
1762758279.431392,-1.800443,0.307354,-1.478245
1762758279.449693,-1.800977,0.309542,-1.479071
1762758279.471903,-1.800869,0.311403,-1.478694
1762758279.486460,-1.800490,0.311156,-1.478430
1762758279.538704,-1.800933,0.309749,-1.478528
1762758279.588202,-1.801794,0.309806,-1.478733
1762758279.627139,-1.801459,0.309635,-1.478922
1762758279.664467,-1.800828,0.308440,-1.478814
1762758279.712095,-1.800858,0.306178,-1.478999
1762758279.764916,-1.801616,0.310400,-1.480789
1762758279.783209,-1.802207,0.311280,-1.480724
1762758279.814409,-1.801418,0.308288,-1.479744
1762758279.849581,-1.800797,0.307413,-1.479998
1762758279.889144,-1.801228,0.308897,-1.480640
1762758279.937175,-1.802454,0.313201,-1.480011
1762758279.972303,-1.802179,0.312763,-1.479945
1762758280.007810,-1.802600,0.313590,-1.479724
1762758280.046310,-1.802266,0.313212,-1.480004
1762758280.087424,-1.801456,0.310873,-1.481332
1762758280.133437,-1.808054,0.313142,-1.483731
1762758280.165084,-1.812665,0.306341,-1.486172
1762758280.214931,-1.820409,0.313687,-1.489075
1762758280.253301,-1.826681,0.309460,-1.490354
1762758280.281472,-1.831838,0.310157,-1.490881
1762758280.318319,-1.837801,0.308374,-1.491577
1762758280.384356,-1.846642,0.310315,-1.492716
1762758280.407912,-1.852045,0.310696,-1.492814
1762758280.453574,-1.857677,0.310204,-1.493474
1762758280.482896,-1.863774,0.311127,-1.493027
1762758280.516853,-1.869963,0.308426,-1.492606
1762758280.557171,-1.874408,0.305684,-1.493253
1762758280.595246,-1.880364,0.305850,-1.493620
1762758280.630507,-1.885487,0.305871,-1.493636
1762758280.670305,-1.891164,0.305348,-1.493284
1762758280.706778,-1.896244,0.305166,-1.493189
1762758280.747404,-1.902189,0.304942,-1.492686
1762758280.792208,-1.907032,0.302210,-1.493127
1762758280.832345,-1.913064,0.303585,-1.493919
1762758280.866050,-1.918733,0.305141,-1.493456
1762758280.905228,-1.924636,0.304376,-1.493163
1762758280.940054,-1.929803,0.305968,-1.492811
1762758280.977898,-1.936503,0.305821,-1.493263
1762758281.017769,-1.942352,0.308856,-1.492777
1762758281.047024,-1.948294,0.309682,-1.493322
1762758281.093059,-1.952403,0.305644,-1.493634
1762758281.129400,-1.957548,0.305952,-1.494259
1762758281.169558,-1.960614,0.304235,-1.494497
1762758281.199887,-1.962313,0.305017,-1.494937
1762758281.234350,-1.962364,0.304760,-1.494956
1762758281.275812,-1.962203,0.302455,-1.494200
1762758281.315346,-1.962086,0.301651,-1.494310
1762758281.347489,-1.962267,0.301977,-1.494800
1762758281.387010,-1.962923,0.303149,-1.494720
1762758281.435694,-1.963643,0.305158,-1.495587
1762758281.476568,-1.964685,0.309029,-1.494934
1762758281.502337,-1.964873,0.308962,-1.494883
1762758281.562069,-1.964305,0.305847,-1.495312
1762758281.597561,-1.964800,0.306688,-1.495632
1762758281.635008,-1.964749,0.305993,-1.495766
1762758281.672785,-1.964504,0.305315,-1.495473
1762758281.707597,-1.963954,0.303569,-1.495889
1762758281.743475,-1.963910,0.302576,-1.495640
1762758281.790538,-1.964392,0.300392,-1.495894
1762758281.819104,-1.964371,0.300221,-1.495856
1762758281.864140,-1.965006,0.301496,-1.495651
1762758281.895156,-1.964467,0.299737,-1.495233
1762758281.936917,-1.964438,0.298576,-1.495552
1762758281.976110,-1.964578,0.299187,-1.495868
1762758282.026570,-1.964470,0.300530,-1.495600
1762758282.069217,-1.964594,0.300849,-1.495858
1762758282.100952,-1.963997,0.300365,-1.495796
1762758282.141133,-1.963966,0.299944,-1.495779
1762758282.177888,-1.963862,0.298000,-1.496023
1762758282.224729,-1.963755,0.296276,-1.495347
1762758282.257178,-1.964523,0.297381,-1.495178
1762758282.294188,-1.965100,0.295873,-1.494236
1762758282.331143,-1.965838,0.296040,-1.494462
1762758282.374643,-1.966444,0.298314,-1.494509
1762758282.411579,-1.967103,0.302822,-1.493975
1762758282.451751,-1.966780,0.302945,-1.493446
1762758282.494486,-1.967480,0.305407,-1.493078
1762758282.537948,-1.967772,0.310680,-1.493769
1762758282.567689,-1.968143,0.313827,-1.493530
1762758282.611667,-1.968397,0.317747,-1.493696
1762758282.656661,-1.968604,0.321422,-1.493255
1762758282.682651,-1.968431,0.323714,-1.493141
1762758282.720989,-1.968384,0.325604,-1.493057
1762758282.758403,-1.968588,0.329149,-1.493377
1762758282.812044,-1.969512,0.334598,-1.492605
1762758282.829233,-1.969526,0.337511,-1.492750
1762758282.874087,-1.967963,0.335293,-1.493336
1762758282.905105,-1.967770,0.337012,-1.493198
1762758282.951863,-1.968776,0.344360,-1.492201
1762758282.983800,-1.968762,0.345811,-1.491838
1762758283.025383,-1.968356,0.346855,-1.491816
1762758283.063476,-1.968083,0.349707,-1.491676
1762758283.099399,-1.968007,0.350955,-1.491670
1762758283.145561,-1.967801,0.353783,-1.491683
1762758283.181216,-1.968254,0.357810,-1.491222
1762758283.379818,-1.968125,0.361055,-1.491477
1762758283.424612,-1.967832,0.362510,-1.491406
1762758283.459347,-1.967581,0.364897,-1.491427
1762758283.520379,-1.968012,0.368600,-1.491054
1762758283.536623,-1.967405,0.370127,-1.490670
1762758283.587816,-1.967348,0.373107,-1.490405
1762758283.634009,-1.967992,0.379534,-1.491132
1762758283.668465,-1.966962,0.378711,-1.491551
1762758283.718848,-1.966676,0.381756,-1.491918
1762758283.756574,-1.967091,0.387123,-1.490936
1762758283.790973,-1.966220,0.388629,-1.490536
1762758283.828573,-1.966730,0.393977,-1.489740
1762758283.864544,-1.966929,0.398916,-1.490412
1762758283.895544,-1.966242,0.398729,-1.490530
1762758283.946140,-1.966531,0.403758,-1.491176
1762758283.977746,-1.967299,0.407312,-1.490799
1762758284.019398,-1.966884,0.409442,-1.490588
1762758284.062156,-1.967163,0.411326,-1.490428
1762758284.101143,-1.967383,0.413487,-1.490211
1762758284.144182,-1.967225,0.414825,-1.489981
1762758284.187027,-1.966459,0.417559,-1.489967
1762758284.218402,-1.966482,0.420169,-1.489817
1762758284.250063,-1.966105,0.421780,-1.489595
1762758284.298044,-1.965932,0.421407,-1.489930
1762758284.333794,-1.966285,0.425799,-1.490394
1762758284.363369,-1.965861,0.426854,-1.490378
1762758284.477921,-1.965961,0.429917,-1.490465
1762758284.499273,-1.967174,0.436016,-1.489515
1762758284.524227,-1.967499,0.440731,-1.490084
1762758284.540692,-1.967230,0.441001,-1.490353
1762758284.564580,-1.966791,0.441395,-1.489760
1762758284.590447,-1.966865,0.443642,-1.489620
1762758284.634611,-1.967241,0.447337,-1.489860
1762758284.676843,-1.966902,0.447712,-1.489986
1762758284.717403,-1.966543,0.449921,-1.489949
1762758284.758895,-1.966465,0.451898,-1.489818
1762758284.799689,-1.967034,0.456469,-1.490337
1762758284.832156,-1.967146,0.458821,-1.490252
1762758284.871225,-1.966736,0.460321,-1.489984
1762758284.914494,-1.967109,0.463948,-1.489553
1762758284.961890,-1.968158,0.470296,-1.490670
1762758284.987146,-1.967631,0.470122,-1.490860
1762758285.028416,-1.967391,0.471876,-1.490651
1762758285.071866,-1.967239,0.472008,-1.490910
1762758285.107409,-1.967066,0.475037,-1.490993
1762758285.148648,-1.966201,0.475346,-1.491165
1762758285.189605,-1.966029,0.477516,-1.491123
1762758285.225465,-1.965667,0.479082,-1.490980
1762758285.276525,-1.966488,0.483697,-1.491801
1762758285.295561,-1.966157,0.484387,-1.492065
1762758285.345501,-1.965088,0.487192,-1.492004
1762758285.399567,-1.965141,0.489121,-1.491930
1762758285.451759,-1.965730,0.494403,-1.492754
1762758285.521642,-1.966246,0.498387,-1.492113
1762758285.539878,-1.966204,0.501723,-1.492102
1762758285.590403,-1.964919,0.498607,-1.492967
1762758285.625653,-1.965527,0.504131,-1.493673
1762758285.673017,-1.965413,0.506981,-1.493214
1762758285.697456,-1.965705,0.511550,-1.493786
1762758285.756935,-1.966015,0.517126,-1.493076
1762758285.785876,-1.965419,0.519784,-1.493095
1762758285.833761,-1.965375,0.522244,-1.492702
1762758285.867588,-1.965996,0.525221,-1.493187
1762758285.903288,-1.965561,0.523810,-1.493511
1762758285.941115,-1.965750,0.523282,-1.493559
1762758285.973210,-1.965863,0.523429,-1.493596
1762758286.014352,-1.966640,0.525525,-1.494048
1762758286.056652,-1.966625,0.525760,-1.494080
1762758286.095764,-1.966882,0.527430,-1.494461
1762758286.146034,-1.967533,0.530812,-1.493958
1762758286.175718,-1.967123,0.529099,-1.493452
1762758286.208555,-1.966903,0.526425,-1.493805
1762758286.241182,-1.967077,0.527218,-1.494024
1762758286.287332,-1.967685,0.530846,-1.493293
1762758286.317731,-1.967619,0.531132,-1.493332
1762758286.356099,-1.967343,0.529618,-1.493524
1762758286.395008,-1.967211,0.529969,-1.493601
1762758286.435817,-1.967301,0.531606,-1.493389
1762758286.467961,-1.967286,0.531390,-1.493261
1762758286.512405,-1.967024,0.530077,-1.493474
1762758286.550505,-1.966562,0.528901,-1.493077
1762758286.598553,-1.967249,0.530506,-1.492780
1762758286.635848,-1.968330,0.534383,-1.493955
1762758286.670554,-1.969194,0.537176,-1.493458
1762758286.706193,-1.970222,0.538957,-1.494028
1762758286.740281,-1.970902,0.542067,-1.493529
1762758286.773482,-1.969568,0.542325,-1.493550
1762758286.815260,-1.968239,0.545165,-1.493140
1762758286.852975,-1.963666,0.545904,-1.493227
1762758286.883856,-1.959133,0.546650,-1.493168
1762758286.945073,-1.953840,0.547720,-1.493571
1762758286.971287,-1.948496,0.547983,-1.493590
1762758286.999910,-1.942258,0.548146,-1.493481
1762758287.040743,-1.937237,0.548092,-1.493471
1762758287.091765,-1.930562,0.549145,-1.493529
1762758287.118537,-1.925632,0.548835,-1.493502
1762758287.157785,-1.920170,0.549927,-1.493718
1762758287.185259,-1.915497,0.550542,-1.493821
1762758287.237477,-1.909620,0.550653,-1.493671
1762758287.273084,-1.904281,0.550069,-1.493808
1762758287.327792,-1.897323,0.550860,-1.493586
1762758287.346476,-1.892556,0.551681,-1.493436
1762758287.387763,-1.886530,0.551832,-1.493141
1762758287.424735,-1.881944,0.553583,-1.492897
1762758287.472018,-1.875229,0.554208,-1.493033
1762758287.500307,-1.870295,0.553094,-1.493193
1762758287.540082,-1.865057,0.556780,-1.493959
1762758287.588418,-1.860323,0.558186,-1.493716
1762758287.615186,-1.854121,0.557592,-1.493231
1762758287.649650,-1.848975,0.557206,-1.493270
1762758287.698210,-1.842463,0.557589,-1.493068
1762758287.753063,-1.838122,0.559379,-1.492784
1762758287.772012,-1.832587,0.560568,-1.492767
1762758287.823795,-1.827995,0.562798,-1.492357
1762758287.870843,-1.820668,0.564658,-1.492435
1762758287.905013,-1.815080,0.565519,-1.492498
1762758287.956764,-1.806244,0.565730,-1.492238
1762758287.985806,-1.800451,0.567528,-1.492225
1762758288.033060,-1.795089,0.570084,-1.492617
1762758288.068609,-1.788974,0.570022,-1.492696
1762758288.099791,-1.782835,0.570604,-1.492428
1762758288.151088,-1.778084,0.571853,-1.492044
1762758288.191666,-1.771410,0.572126,-1.491959
1762758288.222536,-1.765420,0.572669,-1.491928
1762758288.271399,-1.758288,0.573608,-1.492002
1762758288.309831,-1.752852,0.573166,-1.492433
1762758288.340641,-1.746400,0.572597,-1.491950
1762758288.374702,-1.740541,0.571221,-1.492308
1762758288.407440,-1.734585,0.572632,-1.492149
1762758288.445719,-1.729150,0.572406,-1.492066
1762758288.496744,-1.723460,0.574594,-1.492359
1762758288.533717,-1.718374,0.573677,-1.492469
1762758288.569353,-1.712806,0.575440,-1.492914
1762758288.600016,-1.708182,0.576268,-1.492758
1762758288.645062,-1.702691,0.577745,-1.492859
1762758288.679480,-1.697609,0.578501,-1.493072
1762758288.723002,-1.690419,0.578527,-1.492602
1762758288.757795,-1.685751,0.579960,-1.492279
1762758288.795999,-1.679717,0.580389,-1.492489
1762758288.840556,-1.674944,0.582246,-1.492443
1762758288.882791,-1.669254,0.582108,-1.492144
1762758288.930027,-1.663524,0.583916,-1.492028
1762758288.971766,-1.656950,0.586030,-1.492576
1762758289.225197,-1.651240,0.587050,-1.492398
1762758289.245712,-1.639509,0.588748,-1.492835
1762758289.273952,-1.633608,0.591811,-1.493578
1762758289.300798,-1.628855,0.592634,-1.493511
1762758289.320058,-1.623197,0.593341,-1.493704
1762758289.343640,-1.618583,0.595315,-1.493459
1762758289.370828,-1.612902,0.594688,-1.492682
1762758289.403020,-1.608169,0.595009,-1.492743
1762758289.437485,-1.603024,0.595641,-1.492985
1762758289.459218,-1.597548,0.597322,-1.492815
1762758289.477761,-1.591707,0.598054,-1.492611
1762758289.500925,-1.586286,0.595616,-1.493005
1762758289.519517,-1.580843,0.596714,-1.493247
1762758289.538296,-1.576750,0.599292,-1.492748
1762758289.566320,-1.569800,0.597093,-1.491813
1762758289.601982,-1.564593,0.597668,-1.491845
1762758289.635588,-1.559675,0.600920,-1.492859
1762758289.682995,-1.554102,0.599810,-1.493140
1762758289.716330,-1.548398,0.599919,-1.492850
1762758289.767091,-1.542753,0.600724,-1.492748
1762758289.795524,-1.537337,0.600240,-1.492498
1762758289.836971,-1.531757,0.600954,-1.492319
1762758289.900483,-1.526218,0.601654,-1.492669
1762758289.924211,-1.520936,0.603571,-1.492465
1762758289.938776,-1.515756,0.604063,-1.492341
1762758289.982750,-1.509559,0.601201,-1.492876
1762758290.011357,-1.503823,0.601854,-1.492725
1762758290.059803,-1.498590,0.601608,-1.492731
1762758290.105993,-1.493159,0.601203,-1.492493
1762758290.142845,-1.488595,0.602317,-1.492450
1762758290.568254,-1.482787,0.603496,-1.492702
1762758290.594716,-1.440739,0.608496,-1.491921
1762758290.609420,-1.435417,0.608748,-1.491957
1762758290.627547,-1.429442,0.610289,-1.491855
1762758290.649545,-1.424181,0.612326,-1.491629
1762758290.671395,-1.418960,0.611313,-1.491088
1762758290.689361,-1.413486,0.610472,-1.491282
1762758290.707842,-1.407927,0.612095,-1.491033
1762758290.729434,-1.402252,0.610999,-1.491157
1762758290.751810,-1.396115,0.610263,-1.491043
1762758290.770032,-1.391097,0.610521,-1.491195
1762758290.799852,-1.381853,0.610668,-1.490464
1762758290.833912,-1.375786,0.613169,-1.490426
1762758290.870388,-1.369144,0.611558,-1.489362
1762758290.904889,-1.364284,0.613889,-1.489094
1762758290.951351,-1.358721,0.614963,-1.489676
1762758290.982077,-1.354046,0.616472,-1.489607
1762758291.026306,-1.347763,0.614714,-1.488823
1762758291.063111,-1.342571,0.613080,-1.489030
1762758291.104749,-1.337027,0.614763,-1.489606
1762758291.133740,-1.331693,0.615867,-1.489391
1762758291.167576,-1.326349,0.616276,-1.489217
1762758291.428257,-1.321228,0.616540,-1.489252
1762758291.455936,-1.310009,0.620021,-1.490450
1762758291.478937,-1.304344,0.620522,-1.490035
1762758291.512385,-1.298767,0.621328,-1.489989
1762758291.533458,-1.293156,0.622405,-1.489845
1762758291.558186,-1.287982,0.623656,-1.489918
1762758291.800106,-1.280769,0.623680,-1.489405
1762758291.825697,-1.250796,0.626517,-1.489598
1762758291.847779,-1.245808,0.628641,-1.490190
1762758291.865871,-1.240713,0.629950,-1.490266
1762758291.887652,-1.233384,0.628915,-1.489286
1762758291.905946,-1.228680,0.628970,-1.489388
1762758291.931404,-1.222019,0.629107,-1.489069
1762758291.953358,-1.216895,0.630037,-1.488881
1762758291.978917,-1.211160,0.629148,-1.488557
1762758291.997544,-1.206589,0.631889,-1.488292
1762758292.028810,-1.199003,0.631607,-1.487552
1762758292.049588,-1.194088,0.632453,-1.487443
1762758292.101273,-1.187345,0.633135,-1.487806
1762758292.126302,-1.182333,0.634099,-1.487736
1762758292.166969,-1.176860,0.634761,-1.487947
1762758292.204976,-1.172378,0.635950,-1.487892
1762758292.253595,-1.167204,0.639177,-1.489097
1762758292.285258,-1.161852,0.638307,-1.489363
1762758292.323869,-1.156322,0.636700,-1.489045
1762758292.360999,-1.150609,0.638110,-1.488881
1762758292.393767,-1.145513,0.637414,-1.489107
1762758292.441320,-1.141097,0.639678,-1.488786
1762758292.475863,-1.134871,0.637777,-1.487005
1762758292.506058,-1.130014,0.637545,-1.487011
1762758292.549607,-1.123039,0.636603,-1.486296
1762758292.581778,-1.116926,0.637025,-1.486285
1762758292.625875,-1.111251,0.638300,-1.486589
1762758292.647892,-1.105980,0.638906,-1.486557
1762758292.692538,-1.099352,0.637527,-1.485275
1762758292.724980,-1.094013,0.637523,-1.485362
1762758292.760643,-1.088535,0.637927,-1.485089
1762758292.804515,-1.082834,0.638173,-1.485232
1762758292.857132,-1.074268,0.638570,-1.484737
1762758292.972976,-1.068208,0.636093,-1.485105
1762758293.013447,-1.062598,0.637533,-1.485625
1762758293.055920,-1.056934,0.635665,-1.486058
1762758293.078319,-1.051086,0.635273,-1.485215
1762758293.097063,-1.045353,0.635801,-1.485231
1762758293.123294,-1.036755,0.635832,-1.484875
1762758293.142806,-1.031549,0.635899,-1.484936
1762758293.160925,-1.025289,0.637963,-1.485290
1762758293.183894,-1.019951,0.637548,-1.485266
1762758293.230321,-1.013739,0.638708,-1.485460
1762758293.252745,-1.008361,0.639718,-1.485449
1762758293.316920,-1.002279,0.640756,-1.485610
1762758293.335254,-0.996972,0.641099,-1.485667
1762758293.365932,-0.991265,0.642130,-1.485635
1762758293.400924,-0.986300,0.642757,-1.485497
1762758293.435341,-0.983167,0.642496,-1.485083
1762758293.468796,-0.982304,0.641686,-1.485217
1762758293.512419,-0.981846,0.641049,-1.485256
1762758293.552747,-0.980796,0.639873,-1.485356
1762758293.578369,-0.980504,0.639860,-1.485379
1762758293.623456,-0.980621,0.639680,-1.485319
1762758293.872926,-0.980121,0.639032,-1.484909
1762758293.887797,-0.979826,0.639656,-1.484894
1762758293.905871,-0.980046,0.641286,-1.484659
1762758293.924019,-0.980545,0.643494,-1.485960
1762758293.942258,-0.980508,0.643295,-1.486065
1762758294.189402,-0.980288,0.644735,-1.486907
1762758294.209007,-0.980111,0.645042,-1.486447
1762758294.232199,-0.979584,0.643443,-1.486592
1762758294.254880,-0.979402,0.644129,-1.487391
1762758294.271989,-0.979333,0.643707,-1.487477
1762758294.287717,-0.979053,0.643493,-1.487184
1762758294.311924,-0.979227,0.645537,-1.486856
1762758294.560438,-0.978718,0.645777,-1.487069
1762758294.581503,-0.978701,0.647034,-1.486750
1762758294.600523,-0.979058,0.648921,-1.486517
1762758294.618932,-0.979179,0.648080,-1.485938
1762758294.642073,-0.978824,0.645746,-1.486079
1762758294.660558,-0.978907,0.647020,-1.486758
1762758294.679006,-0.979368,0.645483,-1.486901
1762758294.724353,-0.979523,0.642522,-1.485646
1762758294.742743,-0.980421,0.641973,-1.485519
1762758294.765481,-0.980680,0.641587,-1.487016
1762758294.783749,-0.981179,0.638666,-1.487191
1762758294.818182,-0.980857,0.633897,-1.486309
1762758294.840430,-0.981074,0.632595,-1.486379
1762758294.858605,-0.981119,0.629276,-1.487003
1762758294.898644,-0.982263,0.630875,-1.486746
1762758294.931766,-0.981731,0.627387,-1.486933
1762758294.977870,-0.981559,0.622644,-1.487439
1762758295.016407,-0.981294,0.618683,-1.486701
1762758295.048023,-0.982134,0.620418,-1.486446
1762758295.082173,-0.982378,0.617653,-1.486921
1762758295.119058,-0.982640,0.617158,-1.486997
1762758295.148374,-0.982443,0.611450,-1.486025
1762758295.189995,-0.982969,0.610515,-1.486039
1762758295.227040,-0.982590,0.607748,-1.486682
1762758295.266176,-0.983902,0.610202,-1.486254
1762758295.310099,-0.983566,0.605297,-1.485605
1762758295.347928,-0.983625,0.604950,-1.485644
1762758295.377680,-0.983230,0.602283,-1.485983
1762758295.452639,-0.983679,0.602343,-1.485866
1762758295.483201,-0.983085,0.597452,-1.485316
1762758295.519117,-0.983512,0.597640,-1.485263
1762758295.566009,-0.983898,0.594544,-1.485553
1762758295.602015,-0.984103,0.591380,-1.485704
1762758295.620313,-0.983775,0.588342,-1.485786
1762758295.642139,-0.983445,0.584840,-1.486131
1762758295.670154,-0.983363,0.582685,-1.486880
1762758295.933093,-0.984020,0.583731,-1.486785
1762758295.959538,-0.983396,0.577359,-1.486754
1762758295.978151,-0.982687,0.572407,-1.486213
1762758295.996909,-0.983259,0.573508,-1.485950
1762758296.018911,-0.983015,0.571452,-1.486823
1762758296.043119,-0.983233,0.570632,-1.486960
1762758296.069648,-0.982333,0.565524,-1.485810
1762758296.309870,-0.982577,0.565516,-1.485680
1762758296.337591,-0.982646,0.556020,-1.486526
1762758296.358020,-0.982366,0.552398,-1.486274
1762758296.378672,-0.982147,0.549960,-1.486384
1762758296.402966,-0.982060,0.548311,-1.487437
1762758296.647226,-0.981844,0.545197,-1.487761
1762758296.697797,-0.981798,0.535161,-1.486601
1762758296.734806,-0.982022,0.530157,-1.488634
1762758296.764776,-0.982012,0.524505,-1.487556
1762758296.785523,-0.982957,0.527541,-1.487075
1762758296.813398,-0.982175,0.522539,-1.486376
1762758296.835558,-0.982324,0.519088,-1.486795
1762758296.855304,-0.982050,0.517227,-1.487560
1762758296.873845,-0.982598,0.517550,-1.487432
1762758296.895416,-0.982437,0.512145,-1.486297
1762758296.924246,-0.982461,0.508767,-1.486675
1762758296.942442,-0.981679,0.505806,-1.486914
1762758296.964685,-0.981889,0.502959,-1.487201
1762758296.992535,-0.981745,0.496781,-1.485942
1762758297.007051,-0.981989,0.496424,-1.485948
1762758297.047897,-0.981551,0.491983,-1.485529
1762758297.094815,-0.982637,0.493276,-1.485383
1762758297.129581,-0.982448,0.490497,-1.486337
1762758297.168023,-0.983044,0.489392,-1.486394
1762758297.206757,-0.982748,0.484939,-1.486141
1762758297.250223,-0.983055,0.482399,-1.486310
1762758297.293617,-0.982664,0.480290,-1.487161
1762758297.336485,-0.983442,0.481529,-1.487013
1762758297.368633,-0.983221,0.479072,-1.487498
1762758297.629811,-0.984001,0.478536,-1.487457
1762758297.656424,-0.983755,0.472851,-1.487936
1762758297.698279,-0.983389,0.470885,-1.489053
1762758297.712359,-0.984627,0.471196,-1.488865
1762758297.946938,-0.984579,0.467741,-1.489288
1762758297.972742,-0.984369,0.453898,-1.490210
1762758297.990792,-0.984272,0.450646,-1.490332
1762758298.008440,-0.985660,0.453595,-1.489871
1762758298.037499,-0.985573,0.449043,-1.489420
1762758298.055530,-0.986343,0.449758,-1.489278
1762758298.072614,-0.986189,0.446327,-1.489473
1762758298.090235,-0.986309,0.444119,-1.489655
1762758298.107958,-0.986299,0.441815,-1.490335
1762758298.129476,-0.986119,0.438894,-1.490635
1762758298.150820,-0.986336,0.438217,-1.492258
1762758298.173836,-0.986178,0.435795,-1.492488
1762758298.243451,-0.985905,0.430534,-1.491462
1762758298.257368,-0.986597,0.430870,-1.491355
1762758298.289645,-0.986324,0.427862,-1.490967
1762758298.327292,-0.987330,0.428761,-1.490783
1762758298.376205,-0.987118,0.425434,-1.490708
1762758298.400259,-0.987023,0.424264,-1.490707
1762758298.444802,-0.986104,0.419584,-1.489846
1762758298.476987,-0.986110,0.418087,-1.490014
1762758298.522874,-0.986329,0.414777,-1.489953
1762758298.546534,-0.986407,0.412647,-1.490164
1762758298.599252,-0.986414,0.410665,-1.490971
1762758298.633399,-0.986535,0.409278,-1.491013
1762758298.670267,-0.986222,0.405540,-1.490676
1762758298.705428,-0.986588,0.403747,-1.490753
1762758298.741518,-0.986246,0.400917,-1.491276
1762758298.773640,-0.986227,0.398323,-1.491583
1762758298.830577,-0.985136,0.393620,-1.490908
1762758298.849293,-0.985518,0.396167,-1.490692
1762758298.886292,-0.985297,0.394029,-1.491248
1762758298.922205,-0.985443,0.392075,-1.491330
1762758298.967217,-0.985345,0.388975,-1.491753
1762758299.000525,-0.984875,0.385183,-1.492131
1762758299.033979,-0.985029,0.382485,-1.492643
1762758299.079067,-0.984993,0.380358,-1.492856
1762758299.113120,-0.984626,0.375165,-1.491839
1762758299.364321,-0.985750,0.377458,-1.491639
1762758299.404987,-0.984465,0.368310,-1.492188
1762758299.425021,-0.984068,0.364783,-1.492122
1762758299.443261,-0.984880,0.366082,-1.491886
1762758299.492192,-0.984733,0.361248,-1.490227
1762758299.509908,-0.985047,0.360733,-1.490239
1762758299.541339,-0.984859,0.355543,-1.489282
1762758299.558447,-0.985400,0.355097,-1.489269
1762758299.576221,-0.984853,0.351846,-1.489376
1762758299.594178,-0.985893,0.353983,-1.489125
1762758299.608914,-0.985852,0.350564,-1.489648
1762758299.638415,-0.985239,0.346081,-1.489966
1762758299.661119,-0.985118,0.344368,-1.490874
1762758299.675230,-0.985585,0.342305,-1.490994
