time,x,y,yaw
1762758299.700780,-0.985241,0.339293,-1.491237
1762758299.740966,-0.985219,0.337504,-1.491378
1762758299.767345,-0.985361,0.334265,-1.491661
1762758299.816319,-0.986815,0.338200,-1.491167
1762758299.848927,-0.986284,0.333756,-1.490673
1762758299.920742,-0.986941,0.335101,-1.490545
1762758299.942248,-0.987010,0.330458,-1.489829
1762758299.959396,-0.987864,0.331393,-1.489618
1762758300.007699,-0.987284,0.327230,-1.489094
1762758300.034180,-0.987012,0.323720,-1.489472
1762758300.076334,-0.986962,0.317544,-1.488276
1762758300.107309,-0.987393,0.319773,-1.487960
1762758300.147500,-0.987259,0.317507,-1.488263
1762758300.186553,-0.987280,0.314834,-1.488541
1762758300.225441,-0.987192,0.310831,-1.488366
1762758300.264872,-0.987955,0.311051,-1.488246
1762758300.510665,-0.987726,0.306153,-1.487629
1762758300.541050,-0.987607,0.298029,-1.488362
1762758300.558820,-0.988079,0.297802,-1.488347
1762758300.580467,-0.988060,0.293993,-1.488559
1762758300.812317,-0.988753,0.292897,-1.488669
1762758300.840770,-0.988671,0.274721,-1.488846
1762758300.857754,-0.988998,0.272980,-1.488997
1762758300.871144,-0.988909,0.271014,-1.490170
1762758300.888709,-0.989388,0.271029,-1.490077
1762758300.913685,-0.989497,0.266994,-1.489529
1762758300.930995,-0.990681,0.267922,-1.489358
1762758300.959681,-0.990718,0.264549,-1.488891
1762758300.981600,-0.990902,0.264006,-1.488889
1762758301.006832,-0.990001,0.260378,-1.488463
1762758301.028135,-0.989956,0.256868,-1.488805
1762758301.045483,-0.990458,0.253913,-1.489007
1762758301.285816,-0.990155,0.249644,-1.489420
1762758301.312919,-0.990152,0.248257,-1.490309
1762758301.330211,-0.989712,0.245773,-1.490926
1762758301.571375,-0.989818,0.244126,-1.491042
1762758301.606265,-0.989085,0.226704,-1.492711
1762758301.632661,-0.988381,0.220195,-1.491276
1762758301.654551,-0.989548,0.223151,-1.490878
1762758301.672859,-0.989284,0.221187,-1.491223
1762758301.691493,-0.989180,0.218974,-1.491452
1762758301.719786,-0.988824,0.216626,-1.491904
1762758301.752209,-0.988988,0.215017,-1.492071
1762758301.769872,-0.988985,0.213089,-1.492811
1762758301.783873,-0.989697,0.212808,-1.492796
1762758301.809516,-0.989520,0.210562,-1.493300
1762758301.828347,-0.989747,0.210885,-1.493237
1762758301.847588,-0.990048,0.208679,-1.493957
1762758301.877303,-0.990588,0.208067,-1.493945
1762758301.929013,-0.991007,0.206857,-1.495088
1762758301.969434,-0.991095,0.203321,-1.495443
1762758302.002809,-0.991286,0.200116,-1.495574
1762758302.039585,-0.991665,0.199738,-1.495535
1762758302.081242,-0.991419,0.194321,-1.494552
1762758302.111435,-0.991568,0.193839,-1.494643
1762758302.162376,-0.990553,0.190754,-1.494651
1762758302.206760,-0.990997,0.190618,-1.494611
1762758302.262244,-0.991013,0.190029,-1.496346
1762758302.283404,-0.991454,0.191413,-1.496196
1762758302.346470,-0.991411,0.184919,-1.495006
1762758302.380694,-0.992053,0.184923,-1.494912
1762758302.425264,-0.992517,0.183294,-1.495851
1762758302.460839,-0.993155,0.183300,-1.495831
1762758302.511053,-0.992862,0.179117,-1.495770
1762758302.531896,-0.993352,0.177814,-1.495873
1762758302.786452,-0.993065,0.173975,-1.496081
1762758302.811696,-0.992228,0.166424,-1.496171
1762758302.833191,-0.992976,0.166256,-1.496087
1762758302.855504,-0.993626,0.163145,-1.496065
1762758302.873042,-0.993618,0.159387,-1.496408
1762758303.100877,-0.993751,0.155332,-1.496105
1762758303.127215,-0.994524,0.141799,-1.495135
1762758303.146224,-0.994606,0.137722,-1.495203
1762758303.242380,-0.995169,0.138088,-1.495158
1762758303.267339,-0.993686,0.136532,-1.496126
1762758303.284557,-0.994036,0.135406,-1.496116
1762758303.313105,-0.994818,0.132455,-1.495689
1762758303.329931,-0.995381,0.132021,-1.495660
1762758303.390684,-0.995508,0.127072,-1.495020
1762758303.407587,-0.996069,0.125964,-1.495033
1762758303.632088,-0.996384,0.122279,-1.494444
1762758303.857450,-0.996728,0.109960,-1.495048
1762758303.889756,-0.996831,0.089602,-1.494802
1762758303.914306,-0.996705,0.087926,-1.494969
1762758303.927619,-0.996362,0.085035,-1.495422
1762758303.944407,-0.996265,0.081786,-1.495779
1762758304.171049,-0.996336,0.078043,-1.495725
1762758304.199095,-0.996531,0.071834,-1.497094
1762758304.216265,-0.997225,0.072135,-1.496976
1762758304.233227,-0.996878,0.068159,-1.496975
1762758304.250827,-0.996688,0.064521,-1.497305
1762758304.275269,-0.996079,0.058934,-1.496117
1762758304.499346,-0.996595,0.059353,-1.496030
1762758304.549823,-0.996636,0.050166,-1.496278
1762758304.776153,-0.997120,0.043352,-1.495634
1762758304.807836,-0.996467,0.023262,-1.495746
1762758304.832639,-0.995944,0.020268,-1.496286
1762758304.849994,-0.996959,0.021536,-1.496059
1762758304.877812,-0.995578,0.017486,-1.495866
1762758304.894843,-0.995630,0.015068,-1.496067
1762758304.911787,-0.995556,0.013078,-1.496912
1762758304.928456,-0.995716,0.011917,-1.497018
1762758304.945432,-0.995159,0.009077,-1.497635
1762758304.962303,-0.995318,0.007886,-1.497731
1762758304.979465,-0.995725,0.003755,-1.497541
1762758305.008404,-0.995672,0.000716,-1.497838
1762758305.047124,-0.995513,-0.003399,-1.497741
1762758305.077913,-0.996143,-0.002686,-1.497570
1762758305.114961,-0.996041,-0.005464,-1.497705
1762758305.166919,-0.996698,-0.005446,-1.497667
1762758305.210870,-0.995697,-0.008151,-1.498093
1762758305.393896,-0.995924,-0.010256,-1.498284
1762758305.414902,-0.995507,-0.013241,-1.498534
1762758305.437574,-0.995719,-0.014683,-1.498674
1762758305.457248,-0.996220,-0.018897,-1.498389
1762758305.474485,-0.995939,-0.021986,-1.498705
1762758305.491949,-0.995991,-0.027778,-1.497569
1762758305.717183,-0.996181,-0.030054,-1.497783
1762758305.750057,-0.997098,-0.037981,-1.497272
1762758305.768730,-0.997602,-0.039519,-1.497363
1762758305.787645,-0.997808,-0.044242,-1.496996
1762758305.805314,-0.998281,-0.044942,-1.497021
1762758306.031457,-0.998858,-0.051049,-1.495582
1762758306.052574,-1.000579,-0.058751,-1.495375
1762758306.067124,-1.000990,-0.058526,-1.495296
1762758306.088210,-1.000678,-0.063361,-1.495096
1762758306.111236,-1.000596,-0.066091,-1.495370
1762758306.133578,-1.000829,-0.069676,-1.494807
1762758306.147231,-1.001486,-0.069702,-1.494739
1762758306.164862,-1.001569,-0.073577,-1.494838
1762758306.193300,-1.001511,-0.077644,-1.495193
1762758306.214059,-1.000636,-0.079780,-1.495763
1762758306.440664,-1.001441,-0.078808,-1.495563
1762758306.480755,-0.999165,-0.089987,-1.496569
1762758306.502816,-0.998880,-0.091288,-1.497514
1762758306.524940,-0.999642,-0.090845,-1.497399
1762758306.565001,-0.999720,-0.094387,-1.497573
1762758306.582542,-1.000671,-0.091172,-1.497199
1762758306.599811,-1.000362,-0.094891,-1.496697
1762758306.620838,-1.000236,-0.098347,-1.497011
1762758306.641691,-0.999635,-0.101834,-1.497231
1762758306.658854,-0.999782,-0.102048,-1.497246
1762758306.672432,-1.000085,-0.106233,-1.496995
1762758306.908602,-1.000458,-0.105272,-1.496860
1762758306.925954,-0.999926,-0.109170,-1.496800
1762758307.150436,-0.999885,-0.111909,-1.497086
1762758307.178657,-1.000005,-0.128533,-1.497605
1762758307.199540,-1.000435,-0.134527,-1.496297
1762758307.224392,-1.000147,-0.139229,-1.496733
1762758307.241832,-1.000302,-0.142500,-1.496761
1762758307.473823,-1.001029,-0.140210,-1.496515
1762758307.500205,-1.001468,-0.157125,-1.495993
1762758307.515018,-1.001750,-0.157700,-1.496026
1762758307.539955,-1.001716,-0.158202,-1.497643
1762758307.557915,-1.002136,-0.158096,-1.497580
1762758307.787934,-1.002428,-0.162569,-1.496924
1762758307.809915,-1.002690,-0.174365,-1.497550
1762758307.846565,-1.002279,-0.176929,-1.497849
1762758307.864753,-1.002884,-0.181881,-1.497398
1762758307.889925,-1.004006,-0.179167,-1.497041
1762758307.922874,-1.003570,-0.182717,-1.497265
1762758307.940384,-1.004197,-0.183694,-1.497307
1762758307.957914,-1.004925,-0.188048,-1.496958
1762758307.975227,-1.004904,-0.189991,-1.497136
1762758307.993079,-1.005223,-0.192112,-1.497556
1762758308.018957,-1.005719,-0.192571,-1.497565
1762758308.041253,-1.005823,-0.194112,-1.498485
1762758308.066631,-1.006183,-0.195359,-1.498583
1762758308.102370,-1.006587,-0.198166,-1.498982
1762758308.139579,-1.006201,-0.203263,-1.499438
1762758308.177138,-1.005798,-0.206749,-1.499678
1762758308.217856,-1.006107,-0.207556,-1.499755
1762758308.251136,-1.006320,-0.211784,-1.499595
1762758308.288909,-1.006878,-0.212448,-1.499609
1762758308.543479,-1.006972,-0.212054,-1.501178
1762758308.772860,-1.007162,-0.213227,-1.501266
1762758308.996721,-1.009057,-0.231019,-1.500848
1762758309.021902,-1.010296,-0.242878,-1.500500
1762758309.039589,-1.011098,-0.242073,-1.500363
1762758309.060706,-1.011047,-0.245189,-1.500297
1762758309.081165,-1.010782,-0.249850,-1.500707
1762758309.098749,-1.009824,-0.254056,-1.500564
1762758309.326919,-1.011063,-0.249624,-1.500080
1762758309.351354,-1.011686,-0.263537,-1.500602
1762758309.372574,-1.012965,-0.260162,-1.500126
1762758309.395624,-1.013831,-0.265827,-1.499109
1762758309.416956,-1.014188,-0.265483,-1.499092
1762758309.441431,-1.013379,-0.266852,-1.500223
1762758309.469723,-1.013204,-0.271395,-1.500590
1762758309.486761,-1.013270,-0.274702,-1.500668
1762758309.500490,-1.013400,-0.275612,-1.500757
1762758309.517711,-1.013799,-0.278430,-1.500905
1762758309.535168,-1.013854,-0.280297,-1.501025
1762758309.552285,-1.014535,-0.282824,-1.501384
1762758309.580922,-1.015325,-0.283317,-1.501315
1762758309.629767,-1.015611,-0.287941,-1.500450
1762758309.668240,-1.015321,-0.291450,-1.500789
1762758309.693957,-1.015529,-0.293120,-1.501318
1762758309.739947,-1.016209,-0.292986,-1.501229
1762758309.775785,-1.015366,-0.297311,-1.501367
1762758309.811820,-1.015794,-0.297341,-1.501324
1762758309.848752,-1.015784,-0.301402,-1.501211
1762758309.881100,-1.015900,-0.303298,-1.501405
1762758309.920818,-1.016080,-0.307055,-1.500931
1762758309.961774,-1.016325,-0.305970,-1.500829
1762758310.004038,-1.016238,-0.310777,-1.500411
1762758310.040076,-1.016087,-0.315035,-1.500744
1762758310.075929,-1.015740,-0.317850,-1.500859
1762758310.330300,-1.015872,-0.319424,-1.500952
1762758310.351878,-1.015606,-0.323953,-1.501596
1762758310.581402,-1.014479,-0.327007,-1.502343
1762758310.609313,-1.014654,-0.340407,-1.502965
1762758310.630683,-1.013928,-0.345312,-1.502405
1762758310.649111,-1.014999,-0.343921,-1.502161
1762758310.667116,-1.015641,-0.348219,-1.501941
1762758310.684274,-1.015861,-0.350153,-1.502110
1762758310.705163,-1.016140,-0.354965,-1.501381
1762758310.722792,-1.016223,-0.356087,-1.501569
1762758310.739995,-1.016759,-0.358993,-1.501387
1762758310.757809,-1.017196,-0.360761,-1.501505
1762758310.778772,-1.016883,-0.364060,-1.501681
1762758310.792826,-1.017321,-0.363756,-1.501692
1762758310.838224,-1.016923,-0.366977,-1.501924
1762758310.878206,-1.017188,-0.367932,-1.501960
1762758310.909535,-1.017117,-0.370661,-1.502287
1762758310.951298,-1.018019,-0.370364,-1.502216
1762758310.992176,-1.017730,-0.372905,-1.502497
1762758311.031159,-1.018264,-0.374052,-1.502538
1762758311.073934,-1.018381,-0.381720,-1.500917
1762758311.110660,-1.019155,-0.379791,-1.500770
1762758311.147022,-1.018957,-0.383187,-1.500966
1762758311.200420,-1.019534,-0.383979,-1.501002
1762758311.224899,-1.019905,-0.387838,-1.501097
1762758311.271980,-1.020675,-0.387384,-1.501016
1762758311.311243,-1.020776,-0.391151,-1.500722
1762758311.348626,-1.021746,-0.389876,-1.500517
1762758311.395111,-1.022544,-0.393712,-1.499970
1762758311.415935,-1.022343,-0.395549,-1.500132
1762758311.450595,-1.021527,-0.397990,-1.500647
1762758311.489274,-1.022371,-0.398012,-1.500634
1762758311.543769,-1.022078,-0.403683,-1.499629
1762758311.568258,-1.022987,-0.403178,-1.499446
1762758311.623246,-1.022188,-0.403930,-1.500706
1762758311.640620,-1.022659,-0.404812,-1.500786
1762758311.692263,-1.023318,-0.409310,-1.500095
1762758311.752105,-1.023751,-0.410849,-1.500155
1762758311.769206,-1.024310,-0.411355,-1.501200
1762758311.802407,-1.023816,-0.413414,-1.501461
1762758311.847039,-1.022493,-0.415220,-1.502113
1762758311.872009,-1.022689,-0.416137,-1.502225
1762758311.906662,-1.022596,-0.418458,-1.502709
1762758311.940804,-1.023032,-0.418701,-1.502718
1762758311.981261,-1.022923,-0.422832,-1.502591
1762758312.015277,-1.023039,-0.423459,-1.502597
1762758312.267875,-1.022587,-0.427921,-1.502355
1762758312.300927,-1.021706,-0.435114,-1.502697
1762758312.317812,-1.021371,-0.437565,-1.503036
1762758312.336180,-1.021012,-0.439806,-1.503491
1762758312.353192,-1.021010,-0.441511,-1.503682
1762758312.370597,-1.021647,-0.443946,-1.503864
1762758312.406359,-1.021653,-0.445910,-1.504055
1762758312.427044,-1.021700,-0.450014,-1.504207
1762758312.570172,-1.021545,-0.451418,-1.504400
1762758312.620163,-1.021517,-0.454773,-1.504574
1762758312.634251,-1.022149,-0.455807,-1.504644
1762758312.651566,-1.022023,-0.460065,-1.504298
1762758312.838005,-1.022266,-0.459760,-1.504221
1762758312.859229,-1.023268,-0.465667,-1.504688
1762758312.879959,-1.021986,-0.469219,-1.504658
1762758313.007369,-1.021269,-0.472908,-1.505063
1762758313.043206,-1.022449,-0.475517,-1.503981
1762758313.060839,-1.023142,-0.480241,-1.503451
1762758313.086628,-1.022868,-0.482964,-1.503781
1762758313.104175,-1.021769,-0.485937,-1.504222
1762758313.118127,-1.022358,-0.486181,-1.504135
1762758313.135931,-1.022008,-0.488212,-1.504817
1762758313.306921,-1.022167,-0.488122,-1.504800
1762758313.338808,-1.022812,-0.499209,-1.504093
1762758313.352730,-1.022954,-0.499962,-1.504121
1762758313.373322,-1.023705,-0.503958,-1.503640
1762758313.394719,-1.023844,-0.505958,-1.503835
1762758313.411550,-1.023136,-0.508982,-1.503966
1762758313.432624,-1.023472,-0.510755,-1.504139
1762758313.446285,-1.023823,-0.513924,-1.504314
1762758313.463782,-1.024128,-0.515989,-1.504384
1762758313.488284,-1.023579,-0.518951,-1.504953
1762758313.509303,-1.024306,-0.516327,-1.504636
1762758313.558278,-1.024975,-0.521367,-1.503730
1762758313.584664,-1.024693,-0.526109,-1.504209
1762758313.639820,-1.025276,-0.531471,-1.502957
1762758313.660593,-1.025869,-0.532181,-1.502915
1762758313.687878,-1.025259,-0.533909,-1.503804
1762758313.938551,-1.025695,-0.536058,-1.503995
1762758313.966398,-1.026172,-0.540732,-1.502977
1762758313.983508,-1.026288,-0.542187,-1.503117
1762758314.000587,-1.026216,-0.547125,-1.502898
1762758314.021178,-1.025997,-0.550374,-1.503297
1762758314.045657,-1.026083,-0.555593,-1.502322
1762758314.063117,-1.026536,-0.556910,-1.502433
1762758314.080445,-1.026349,-0.561695,-1.502099
1762758314.111781,-1.026281,-0.564561,-1.502434
1762758314.128895,-1.026023,-0.567754,-1.502891
1762758314.152962,-1.026894,-0.567981,-1.502757
1762758314.169695,-1.027430,-0.572806,-1.502046
1762758314.186797,-1.028070,-0.572601,-1.501899
1762758314.213550,-1.028330,-0.575837,-1.502402
1762758314.256030,-1.028695,-0.577066,-1.502477
1762758314.300305,-1.029442,-0.581731,-1.501861
1762758314.316691,-1.030038,-0.582149,-1.501807
1762758314.361037,-1.029842,-0.586248,-1.501800
1762758314.396301,-1.030056,-0.588974,-1.502018
1762758314.437155,-1.030185,-0.593840,-1.501590
1762758314.470660,-1.030864,-0.593922,-1.501504
1762758314.717129,-1.031500,-0.598468,-1.500736
1762758314.733896,-1.032109,-0.604936,-1.500105
1762758314.751352,-1.032220,-0.606908,-1.500298
1762758314.807791,-1.031063,-0.610994,-1.500277
1762758314.828555,-1.031409,-0.612412,-1.500322
1762758314.842041,-1.031189,-0.616927,-1.500288
1762758314.862586,-1.031790,-0.616808,-1.500219
1762758314.879599,-1.029382,-0.618749,-1.500937
1762758314.900557,-1.029865,-0.619737,-1.500925
1762758314.931892,-1.031156,-0.623854,-1.500010
1762758314.949384,-1.030845,-0.626895,-1.500358
1762758314.972135,-1.031355,-0.630685,-1.500331
1762758315.014103,-1.031455,-0.631719,-1.500453
1762758315.048307,-1.030685,-0.633893,-1.500961
1762758315.089301,-1.030992,-0.635206,-1.501041
1762758315.131811,-1.030594,-0.639091,-1.501095
1762758315.164016,-1.030801,-0.640050,-1.501176
1762758315.203142,-1.031233,-0.644349,-1.500852
1762758315.244915,-1.031226,-0.646706,-1.501120
1762758315.500834,-1.032096,-0.651266,-1.500238
1762758315.522676,-1.031253,-0.659146,-1.500082
1762758315.540058,-1.031067,-0.662357,-1.500402
1762758315.562204,-1.032186,-0.669332,-1.498675
1762758315.580255,-1.032373,-0.670943,-1.498787
1762758315.602578,-1.030391,-0.672689,-1.499712
1762758315.620250,-1.030324,-0.675783,-1.500045
1762758315.638052,-1.030420,-0.678707,-1.500031
1762758315.652362,-1.031127,-0.679507,-1.499995
1762758315.673098,-1.031234,-0.683914,-1.499845
1762758315.708750,-1.031998,-0.683192,-1.499632
1762758315.776464,-1.032729,-0.688170,-1.498557
1762758315.795185,-1.033015,-0.689780,-1.498682
1762758315.834714,-1.031769,-0.690974,-1.499746
1762758315.861954,-1.032454,-0.691699,-1.499673
1762758315.894433,-1.031777,-0.695198,-1.499900
1762758316.147330,-1.032047,-0.696952,-1.500001
1762758316.170319,-1.032405,-0.702294,-1.499049
1762758316.198831,-1.032686,-0.708941,-1.497430
1762758316.228626,-1.032793,-0.710468,-1.497620
1762758316.246957,-1.033695,-0.713811,-1.497631
1762758316.268512,-1.034166,-0.714613,-1.497613
1762758316.282818,-1.035459,-0.717618,-1.498035
1762758316.301270,-1.036055,-0.718323,-1.498026
1762758316.319131,-1.035477,-0.722995,-1.497821
1762758316.548332,-1.035714,-0.725299,-1.498029
1762758316.782034,-1.036246,-0.732113,-1.498037
1762758316.829140,-1.037671,-0.752655,-1.497324
1762758316.845986,-1.037751,-0.754418,-1.497458
1762758316.875072,-1.037179,-0.759197,-1.497045
1762758316.897191,-1.037569,-0.759899,-1.497158
1762758316.922176,-1.038054,-0.765054,-1.496671
1762758316.942869,-1.038194,-0.766393,-1.496768
1762758316.968415,-1.035887,-0.770163,-1.497033
1762758316.990628,-1.036096,-0.772615,-1.497326
1762758317.011848,-1.035978,-0.779757,-1.495818
1762758317.251050,-1.036145,-0.782479,-1.496053
1762758317.268122,-1.036648,-0.786972,-1.495810
1762758317.285419,-1.037557,-0.791544,-1.495414
1762758317.302207,-1.037724,-0.791394,-1.495272
1762758317.315566,-1.037718,-0.794318,-1.495820
1762758317.332546,-1.037646,-0.796486,-1.496046
1762758317.349718,-1.037982,-0.800075,-1.496260
1762758317.366838,-1.038221,-0.802012,-1.496373
1762758317.383851,-1.038330,-0.806812,-1.495818
1762758317.490425,-1.038503,-0.806491,-1.495782
1762758317.507420,-1.039507,-0.809397,-1.495395
1762758317.520955,-1.040126,-0.809840,-1.495386
1762758317.744231,-1.039241,-0.815085,-1.494528
1762758317.772644,-1.039462,-0.823434,-1.493176
1762758317.790165,-1.039774,-0.826025,-1.493688
1762758317.803394,-1.040210,-0.826032,-1.493695
1762758317.820629,-1.040119,-0.830890,-1.492877
1762758317.834152,-1.040297,-0.831517,-1.492931
1762758317.912474,-1.040720,-0.833449,-1.493556
1762758317.925865,-1.040815,-0.835198,-1.493696
1762758317.953410,-1.040331,-0.839797,-1.493119
1762758317.974744,-1.040870,-0.839459,-1.493033
1762758317.995580,-1.040403,-0.845648,-1.491517
1762758318.010120,-1.040866,-0.844961,-1.491394
1762758318.026839,-1.040824,-0.848011,-1.491936
1762758318.044147,-1.040961,-0.848808,-1.491938
1762758318.089412,-1.040720,-0.851861,-1.492055
1762758318.121568,-1.040706,-0.854487,-1.492374
1762758318.159926,-1.041853,-0.857413,-1.492038
1762758318.194110,-1.041813,-0.858294,-1.491988
1762758318.230785,-1.042307,-0.861777,-1.492108
1762758318.273144,-1.043112,-0.862572,-1.492063
1762758318.315557,-1.042376,-0.868762,-1.490907
1762758318.347214,-1.042404,-0.870488,-1.491033
1762758318.398163,-1.041478,-0.872351,-1.492319
1762758318.418517,-1.041440,-0.873862,-1.492504
1762758318.460654,-1.041946,-0.877137,-1.492291
1762758318.490474,-1.042312,-0.877682,-1.492292
1762758318.530256,-1.042245,-0.881340,-1.492825
1762758318.772497,-1.042702,-0.881372,-1.492738
1762758318.796556,-1.042373,-0.889943,-1.491750
1762758318.817576,-1.043613,-0.892930,-1.492353
1762758318.830684,-1.044178,-0.893291,-1.492346
1762758318.850860,-1.042660,-0.898167,-1.491938
1762758318.867940,-1.043137,-0.899011,-1.491981
1762758318.906526,-1.043494,-0.905103,-1.490726
1762758318.923351,-1.043859,-0.906591,-1.490739
1762758319.140732,-1.043906,-0.910306,-1.490484
1762758319.161217,-1.044703,-0.915601,-1.491467
1762758319.188309,-1.044810,-0.917551,-1.491677
1762758319.208741,-1.044527,-0.921338,-1.491861
1762758319.222013,-1.045298,-0.921495,-1.491820
1762758319.238890,-1.046114,-0.925113,-1.491707
1762758319.277374,-1.046054,-0.927383,-1.491861
1762758319.311383,-1.045378,-0.931831,-1.491942
1762758319.328149,-1.046137,-0.930376,-1.491685
1762758319.348175,-1.046410,-0.935026,-1.491177
1762758319.368592,-1.046965,-0.936339,-1.491243
1762758319.382406,-1.046449,-0.939805,-1.491328
1762758319.411852,-1.046409,-0.942545,-1.491573
1762758319.436057,-1.045534,-0.946861,-1.491551
1762758319.680465,-1.045897,-0.947691,-1.491643
1762758319.697560,-1.046498,-0.950630,-1.492004
1762758319.711488,-1.047038,-0.950372,-1.491931
1762758319.732405,-1.046822,-0.954983,-1.491811
1762758319.747274,-1.047331,-0.956041,-1.491855
1762758319.764353,-1.047032,-0.959125,-1.492367
1762758319.781670,-1.047699,-0.958045,-1.492188
1762758319.798703,-1.047751,-0.962946,-1.491403
1762758319.815968,-1.047871,-0.966235,-1.491737
1762758319.832888,-1.047534,-0.969090,-1.491728
1762758319.849596,-1.048091,-0.970141,-1.491674
1762758319.880273,-1.048071,-0.972565,-1.492430
1762758319.924812,-1.048303,-0.975003,-1.492714
1762758319.961431,-1.047974,-0.975521,-1.493818
1762758319.998507,-1.048045,-0.977912,-1.494020
1762758320.040975,-1.048341,-0.982902,-1.493587
1762758320.071677,-1.048552,-0.984458,-1.493734
1762758320.113647,-1.047791,-0.987066,-1.494062
1762758320.153792,-1.047769,-0.988908,-1.494281
1762758320.184237,-1.047491,-0.993310,-1.494026
1762758320.218502,-1.047470,-0.996333,-1.494363
1762758320.255313,-1.047228,-0.998761,-1.494521
1762758320.291465,-1.047435,-1.000119,-1.494585
1762758320.328040,-1.047227,-1.005868,-1.493695
1762758320.364670,-1.047377,-1.008533,-1.493967
1762758320.402643,-1.047723,-1.010942,-1.494810
1762758320.434191,-1.047793,-1.012989,-1.494973
1762758320.467835,-1.047153,-1.016633,-1.495406
1762758320.509750,-1.047311,-1.017893,-1.495532
1762758320.550476,-1.047874,-1.020458,-1.495668
1762758320.583613,-1.047864,-1.024108,-1.496074
1762758320.625958,-1.046684,-1.026169,-1.496658
1762758320.652507,-1.047390,-1.024415,-1.496309
1762758320.707039,-1.047086,-1.028809,-1.495502
1762758320.730972,-1.047701,-1.028458,-1.495275
1762758320.769594,-1.048869,-1.032240,-1.495088
1762758320.803679,-1.049038,-1.033425,-1.495189
1762758320.851898,-1.049481,-1.037652,-1.494713
1762758320.884666,-1.049686,-1.038047,-1.494681
1762758320.925860,-1.050033,-1.041850,-1.494748
1762758321.164042,-1.049936,-1.044030,-1.495022
1762758321.181050,-1.048484,-1.047004,-1.495604
1762758321.201315,-1.049438,-1.045570,-1.495242
1762758321.224950,-1.048680,-1.049589,-1.494806
1762758321.238193,-1.049103,-1.050389,-1.494822
1762758321.261744,-1.049222,-1.056025,-1.493869
1762758321.278805,-1.049338,-1.057137,-1.494010
1762758321.298688,-1.050211,-1.059768,-1.494635
1762758321.319012,-1.050851,-1.061071,-1.494598
1762758321.335310,-1.051158,-1.065660,-1.494000
1762758321.351824,-1.051499,-1.067684,-1.494111
1762758321.384825,-1.049519,-1.069461,-1.495118
1762758321.417474,-1.050226,-1.068843,-1.494967
1762758321.459435,-1.051232,-1.072522,-1.495147
1762758321.555802,-1.051570,-1.073877,-1.495292
1762758321.574146,-1.051144,-1.076538,-1.495731
1762758321.591251,-1.051342,-1.078844,-1.495954
1762758321.611578,-1.051093,-1.083590,-1.495578
1762758321.648876,-1.051630,-1.085384,-1.495706
1762758321.690194,-1.050957,-1.090210,-1.495806
1762758321.720642,-1.050850,-1.096411,-1.496484
1762758321.768591,-1.051271,-1.100524,-1.496284
1762758321.802729,-1.051695,-1.100414,-1.496250
1762758321.835427,-1.052094,-1.103846,-1.496016
1762758321.878890,-1.052519,-1.104470,-1.495959
1762758321.931533,-1.051844,-1.109430,-1.495618
1762758321.956696,-1.052274,-1.109954,-1.495557
1762758321.997098,-1.053515,-1.113487,-1.495538
1762758322.035169,-1.053507,-1.116265,-1.495837
1762758322.075511,-1.054263,-1.119374,-1.496560
1762758322.111648,-1.054490,-1.119803,-1.496516
1762758322.151558,-1.054752,-1.123744,-1.496146
1762758322.274423,-1.055371,-1.124394,-1.496118
1762758322.291394,-1.055046,-1.128276,-1.496799
1762758322.307800,-1.054892,-1.131931,-1.497193
1762758322.327920,-1.054749,-1.137581,-1.496213
1762758322.366193,-1.055156,-1.140284,-1.496511
1762758322.406955,-1.054524,-1.144904,-1.496297
1762758322.584337,-1.054548,-1.146739,-1.496335
1762758322.604358,-1.055899,-1.149750,-1.496364
1762758322.617698,-1.056232,-1.150845,-1.496393
1762758322.634126,-1.057473,-1.154047,-1.497063
1762758322.650662,-1.058028,-1.155647,-1.497123
1762758322.677488,-1.056802,-1.159254,-1.496206
1762758322.693969,-1.057299,-1.159864,-1.496266
1762758322.713865,-1.056890,-1.161226,-1.494704
1762758322.742521,-1.056492,-1.162619,-1.494881
1762758322.788338,-1.055280,-1.163635,-1.494783
1762758322.824180,-1.055604,-1.163354,-1.494620
1762758322.869152,-1.055044,-1.165437,-1.493296
1762758322.896800,-1.054948,-1.164149,-1.493094
1762758322.931088,-1.055053,-1.163815,-1.493797
1762758322.971241,-1.055344,-1.163631,-1.493728
1762758323.012447,-1.054957,-1.164013,-1.493439
1762758323.049618,-1.054936,-1.165482,-1.493565
1762758323.083836,-1.054466,-1.165277,-1.493657
1762758323.115418,-1.054795,-1.164323,-1.493497
1762758323.360048,-1.054944,-1.165949,-1.492793
1762758323.380496,-1.055164,-1.164523,-1.492554
1762758323.397435,-1.055459,-1.165920,-1.492001
1762758323.414147,-1.056183,-1.163551,-1.491536
1762758323.431478,-1.055287,-1.164861,-1.491612
1762758323.444794,-1.055596,-1.163935,-1.491358
1762758323.457872,-1.055351,-1.164733,-1.491403
1762758323.474372,-1.055496,-1.163431,-1.491190
1762758323.491344,-1.055297,-1.163359,-1.491057
1762758323.507981,-1.055717,-1.162751,-1.490913
1762758323.541843,-1.056990,-1.162050,-1.491225
1762758323.585878,-1.056533,-1.164047,-1.491388
1762758323.620081,-1.056413,-1.163529,-1.491504
1762758323.656431,-1.056404,-1.162366,-1.491310
1762758323.692304,-1.056480,-1.163417,-1.491294
1762758323.741694,-1.056356,-1.163067,-1.491184
